number,train_f1score,valid_f1score,datetime_start,datetime_complete,duration,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,system_attrs_nsga2:generation,state
199,0.9230202936457117,0.5253173287583336,2024-10-09 08:51:06.905059,2024-10-09 08:51:11.253352,0 days 00:00:04.348293,0.05984768612034273,8,0.8742144637669689,299,3,COMPLETE
200,0.9756623664939542,0.5158310991671916,2024-10-09 08:51:11.253778,2024-10-09 08:51:14.741906,0 days 00:00:03.488128,0.07336606376592442,10,0.7925787813664174,177,4,COMPLETE
201,0.6003721018690449,0.5343132843950552,2024-10-09 08:51:14.742332,2024-10-09 08:51:16.660582,0 days 00:00:01.918250,0.03746402201240631,5,0.6721011505869439,211,4,COMPLETE
202,0.988056576237517,0.5125992416618403,2024-10-09 08:51:16.660987,2024-10-09 08:51:21.417130,0 days 00:00:04.756143,0.07936486390410488,9,0.8064827183758972,298,4,COMPLETE
203,0.9698468918372134,0.5162790475559228,2024-10-09 08:51:21.417526,2024-10-09 08:51:24.805629,0 days 00:00:03.388103,0.09315420459302863,9,0.9659218809753098,212,4,COMPLETE
204,0.8775724235523652,0.5294050841257486,2024-10-09 08:51:24.806045,2024-10-09 08:51:27.650037,0 days 00:00:02.843992,0.09374966342190862,7,0.7917368535620732,231,4,COMPLETE
205,0.8013968917887008,0.5296760078335537,2024-10-09 08:51:27.650447,2024-10-09 08:51:30.405959,0 days 00:00:02.755512,0.08182098781742336,6,0.942068615171271,298,4,COMPLETE
206,0.8702135265049714,0.5318443653118107,2024-10-09 08:51:30.406375,2024-10-09 08:51:34.465607,0 days 00:00:04.059232,0.044258082472027074,8,0.9937279929876248,294,4,COMPLETE
207,0.9885609784026674,0.5171534608152208,2024-10-09 08:51:34.466021,2024-10-09 08:51:39.684977,0 days 00:00:05.218956,0.06426364576431107,10,0.9771103021099896,266,4,COMPLETE
208,0.549812501997293,0.5307758150384052,2024-10-09 08:51:39.685416,2024-10-09 08:51:40.343176,0 days 00:00:00.657760,0.07145318614018284,3,0.5652595504661115,131,4,COMPLETE
209,0.6943736017882385,0.5449122614931119,2024-10-09 08:51:40.343514,2024-10-09 08:51:43.215867,0 days 00:00:02.872353,0.0390255398806888,6,0.9174644455664842,298,4,COMPLETE
210,0.8611527170811684,0.5349423480878434,2024-10-09 08:51:43.216283,2024-10-09 08:51:44.837593,0 days 00:00:01.621310,0.08182098781742336,9,0.8064827183758972,95,4,COMPLETE
211,0.8936851345305706,0.5318788550441071,2024-10-09 08:51:44.838004,2024-10-09 08:51:49.289196,0 days 00:00:04.451192,0.038508901715800396,9,0.9591191369393308,258,4,COMPLETE
212,0.7105760993721855,0.5432244615014489,2024-10-09 08:51:49.289632,2024-10-09 08:51:52.103366,0 days 00:00:02.813734,0.044258082472027074,6,0.6499888715437057,294,4,COMPLETE
213,0.8505287429580157,0.5353052814527818,2024-10-09 08:51:52.103772,2024-10-09 08:51:53.845905,0 days 00:00:01.742133,0.07145318614018284,9,0.5356071607778772,99,4,COMPLETE
214,0.7651695075701651,0.536772647114534,2024-10-09 08:51:53.846322,2024-10-09 08:51:56.275554,0 days 00:00:02.429232,0.08253672288606748,6,0.8411973727769417,231,4,COMPLETE
215,0.9923190262751805,0.5180033088816226,2024-10-09 08:51:56.275970,2024-10-09 08:52:01.577983,0 days 00:00:05.302013,0.0625963724125216,10,0.5585148923981624,266,4,COMPLETE
216,0.9056490029166363,0.5169266178078173,2024-10-09 08:52:01.578420,2024-10-09 08:52:05.616274,0 days 00:00:04.037854,0.05598672639634898,8,0.8496319277709073,294,4,COMPLETE
217,0.98905235677266,0.5201381522618022,2024-10-09 08:52:05.616707,2024-10-09 08:52:10.265633,0 days 00:00:04.648926,0.06741433201530245,10,0.5827011375096942,235,4,COMPLETE
218,0.9211430869945175,0.52724035250526,2024-10-09 08:52:10.266064,2024-10-09 08:52:14.711228,0 days 00:00:04.445164,0.044258082472027074,9,0.677104760341481,260,4,COMPLETE
219,0.9908949296516499,0.5151172703471394,2024-10-09 08:52:14.711670,2024-10-09 08:52:19.840390,0 days 00:00:05.128720,0.06741433201530245,10,0.8411973727769417,260,4,COMPLETE
220,0.8671733755988219,0.5283941270614768,2024-10-09 08:52:19.840833,2024-10-09 08:52:22.811953,0 days 00:00:02.971120,0.03369440864595436,10,0.9518706124810348,133,4,COMPLETE
221,0.587962569071765,0.5435690927370707,2024-10-09 08:52:22.812395,2024-10-09 08:52:24.330925,0 days 00:00:01.518530,0.09374966342190862,3,0.7858002942919786,298,4,COMPLETE
222,0.7065153268834501,0.5405271966064851,2024-10-09 08:52:24.331345,2024-10-09 08:52:26.582666,0 days 00:00:02.251321,0.08182098781742336,5,0.918085495252233,289,4,COMPLETE
223,0.636951395758064,0.5419706121344572,2024-10-09 08:52:26.583076,2024-10-09 08:52:29.555537,0 days 00:00:02.972461,0.020998895905992052,6,0.8064827183758972,298,4,COMPLETE
224,0.9821702638804936,0.5192327118993704,2024-10-09 08:52:29.555970,2024-10-09 08:52:33.038080,0 days 00:00:03.482110,0.08182098781742336,10,0.5827011375096942,177,4,COMPLETE
225,0.7314413032792487,0.5411768660090042,2024-10-09 08:52:33.038498,2024-10-09 08:52:35.367410,0 days 00:00:02.328912,0.09374966342190862,5,0.9284998596100196,298,4,COMPLETE
226,0.5118821225089005,0.5050012730251184,2024-10-09 08:52:35.367821,2024-10-09 08:52:36.059555,0 days 00:00:00.691734,0.009600883810938626,4,0.8064827183758972,95,4,COMPLETE
227,0.8211588493547132,0.5346691883667518,2024-10-09 08:52:36.059908,2024-10-09 08:52:40.868014,0 days 00:00:04.808106,0.020998895905992052,9,0.5585148923981624,266,4,COMPLETE
228,0.9499175953280863,0.5275785353753099,2024-10-09 08:52:40.868462,2024-10-09 08:52:45.901842,0 days 00:00:05.033380,0.05029609400012953,9,0.8064827183758972,298,4,COMPLETE
229,0.9265907898712753,0.5178775673228712,2024-10-09 08:52:45.902282,2024-10-09 08:52:50.005741,0 days 00:00:04.103459,0.06320165632986026,8,0.5356071607778772,298,4,COMPLETE
230,0.9946650530138713,0.5071288517148402,2024-10-09 08:52:50.006185,2024-10-09 08:52:54.992262,0 days 00:00:04.986077,0.0829652927254796,10,0.9174644455664842,260,4,COMPLETE
231,0.7098302340872898,0.5373479496362245,2024-10-09 08:52:54.992701,2024-10-09 08:52:57.473287,0 days 00:00:02.480586,0.08182098781742336,5,0.8064827183758972,298,4,COMPLETE
232,0.9680281263908134,0.5238391411741716,2024-10-09 08:52:57.473715,2024-10-09 08:53:00.949618,0 days 00:00:03.475903,0.06741433201530245,10,0.5827011375096942,173,4,COMPLETE
233,0.9228777950102592,0.5186107185591894,2024-10-09 08:53:00.950046,2024-10-09 08:53:04.119586,0 days 00:00:03.169540,0.08182098781742336,8,0.8064827183758972,235,4,COMPLETE
234,0.9505703286398403,0.5223879945958119,2024-10-09 08:53:04.120009,2024-10-09 08:53:09.089135,0 days 00:00:04.969126,0.05029609400012953,9,0.7589134828922186,298,4,COMPLETE
235,0.9933143753988946,0.5145278542139315,2024-10-09 08:53:09.089578,2024-10-09 08:53:15.074306,0 days 00:00:05.984728,0.05977538976411079,10,0.5626067409954583,295,4,COMPLETE
236,0.7205712855264172,0.5393944183051756,2024-10-09 08:53:15.074748,2024-10-09 08:53:16.853054,0 days 00:00:01.778306,0.07922997205595048,6,0.6213706413846174,177,4,COMPLETE
237,0.6888967009444542,0.5260048950697037,2024-10-09 08:53:16.853471,2024-10-09 08:53:18.794671,0 days 00:00:01.941200,0.010660707105485046,9,0.5356071607778772,95,4,COMPLETE
238,0.6837724425298692,0.5284155373090623,2024-10-09 08:53:18.795110,2024-10-09 08:53:19.725819,0 days 00:00:00.930709,0.0390255398806888,8,0.8539312930792202,58,4,COMPLETE
239,0.7070911839669867,0.5411596499677152,2024-10-09 08:53:19.726237,2024-10-09 08:53:21.400517,0 days 00:00:01.674280,0.07145318614018284,6,0.7917368535620732,177,4,COMPLETE
240,0.6278805153742814,0.5358505614078857,2024-10-09 08:53:21.400935,2024-10-09 08:53:22.351989,0 days 00:00:00.951054,0.05742866098947423,6,0.706271215180582,95,4,COMPLETE
241,0.9988608646146103,0.5152599006893335,2024-10-09 08:53:22.352418,2024-10-09 08:53:28.171708,0 days 00:00:05.819290,0.08182098781742336,10,0.5905786658748458,298,4,COMPLETE
242,0.925492432491847,0.5250300751953634,2024-10-09 08:53:28.172168,2024-10-09 08:53:31.219007,0 days 00:00:03.046839,0.06741433201530245,9,0.5827011375096942,177,4,COMPLETE
243,0.9965121173933889,0.5158911463130377,2024-10-09 08:53:31.219418,2024-10-09 08:53:35.653142,0 days 00:00:04.433724,0.09374966342190862,10,0.9599624402279067,231,4,COMPLETE
244,0.8529017975392591,0.5330443523960702,2024-10-09 08:53:35.653593,2024-10-09 08:53:37.993410,0 days 00:00:02.339817,0.056624534708562574,9,0.6189182556124979,131,4,COMPLETE
245,0.8947041134948693,0.5272926014389627,2024-10-09 08:53:37.993849,2024-10-09 08:53:40.089402,0 days 00:00:02.095553,0.08261313221480428,9,0.9937279929876248,124,4,COMPLETE
246,0.9139725047379706,0.5264676871000359,2024-10-09 08:53:40.089818,2024-10-09 08:53:42.448971,0 days 00:00:02.359153,0.06741433201530245,10,0.5827011375096942,104,4,COMPLETE
247,0.9818152775287989,0.5165230398811818,2024-10-09 08:53:42.449391,2024-10-09 08:53:46.116207,0 days 00:00:03.666816,0.08182098781742336,10,0.8064827183758972,177,4,COMPLETE
248,0.8756412486530759,0.5202100959775354,2024-10-09 08:53:46.116641,2024-10-09 08:53:49.129952,0 days 00:00:03.013311,0.08182098781742336,7,0.8550620945900439,262,4,COMPLETE
249,0.9698710688790396,0.5133459869741643,2024-10-09 08:53:49.130372,2024-10-09 08:53:52.673433,0 days 00:00:03.543061,0.07016013437020037,10,0.5827011375096942,173,4,COMPLETE
250,0.6997531437336186,0.541425572822131,2024-10-09 08:53:52.673869,2024-10-09 08:53:55.711767,0 days 00:00:03.037898,0.0390255398806888,6,0.6499888715437057,298,5,COMPLETE
251,0.5643785140353068,0.5296652178938541,2024-10-09 08:53:55.712206,2024-10-09 08:53:57.646250,0 days 00:00:01.934044,0.02769284627411457,4,0.6649009478750881,298,5,COMPLETE
252,0.5689194786854654,0.5324571712067038,2024-10-09 08:53:57.646673,2024-10-09 08:53:58.263521,0 days 00:00:00.616848,0.09374966342190862,4,0.7176142847578652,91,5,COMPLETE
253,0.9845926985686186,0.5113572044467587,2024-10-09 08:53:58.263864,2024-10-09 08:54:03.135508,0 days 00:00:04.871644,0.08182098781742336,9,0.9284998596100196,298,5,COMPLETE
254,0.5646139032852795,0.530710389311448,2024-10-09 08:54:03.135958,2024-10-09 08:54:03.794777,0 days 00:00:00.658819,0.08182098781742336,4,0.8064827183758972,95,5,COMPLETE
255,0.8611527170811684,0.5349423480878434,2024-10-09 08:54:03.795130,2024-10-09 08:54:05.470806,0 days 00:00:01.675676,0.08182098781742336,9,0.8064827183758972,95,5,COMPLETE
256,0.5745407723735912,0.5332820270581041,2024-10-09 08:54:05.471226,2024-10-09 08:54:06.695643,0 days 00:00:01.224417,0.09374966342190862,3,0.5827011375096942,235,5,COMPLETE
257,0.5858511910593374,0.5306373343131624,2024-10-09 08:54:06.696044,2024-10-09 08:54:08.214132,0 days 00:00:01.518088,0.05977538976411079,4,0.9515055232487976,211,5,COMPLETE
258,0.8645334191705787,0.5300629512666296,2024-10-09 08:54:08.214539,2024-10-09 08:54:10.927552,0 days 00:00:02.713013,0.07016013437020037,8,0.8064827183758972,173,5,COMPLETE
259,0.8921186351113403,0.5244883299001738,2024-10-09 08:54:10.927977,2024-10-09 08:54:13.011512,0 days 00:00:02.083535,0.05742866098947423,10,0.8064827183758972,95,5,COMPLETE
260,0.7404711131909305,0.5358122779691592,2024-10-09 08:54:13.011940,2024-10-09 08:54:15.394086,0 days 00:00:02.382146,0.053829228277327605,6,0.6784668910743985,294,5,COMPLETE
261,0.9885609784026674,0.5171534608152208,2024-10-09 08:54:15.394580,2024-10-09 08:54:20.102460,0 days 00:00:04.707880,0.06426364576431107,10,0.9771103021099896,266,5,COMPLETE
262,0.7235799603450653,0.5402793503845033,2024-10-09 08:54:20.102931,2024-10-09 08:54:22.282405,0 days 00:00:02.179474,0.05598672639634898,6,0.8877208546896888,266,5,COMPLETE
263,0.9357002723595567,0.5293184942803406,2024-10-09 08:54:22.282867,2024-10-09 08:54:27.441514,0 days 00:00:05.158647,0.044258082472027074,9,0.725348762191607,298,5,COMPLETE
264,0.8611527170811684,0.5349423480878434,2024-10-09 08:54:27.441986,2024-10-09 08:54:29.168667,0 days 00:00:01.726681,0.08182098781742336,9,0.8064827183758972,95,5,COMPLETE
265,0.9493307715517693,0.5215782338843066,2024-10-09 08:54:29.169116,2024-10-09 08:54:32.341423,0 days 00:00:03.172307,0.06408337650969996,10,0.5827011375096942,146,5,COMPLETE
266,0.9506661824941194,0.5154016306853274,2024-10-09 08:54:32.341868,2024-10-09 08:54:35.796619,0 days 00:00:03.454751,0.09517102354015197,8,0.6134510579679664,235,5,COMPLETE
267,0.7739958322218499,0.5286249235631519,2024-10-09 08:54:35.797082,2024-10-09 08:54:38.917737,0 days 00:00:03.120655,0.06500059834934517,6,0.5356071607778772,298,5,COMPLETE
268,0.6992655788243353,0.5414530582939008,2024-10-09 08:54:38.918192,2024-10-09 08:54:40.747383,0 days 00:00:01.829191,0.07016013437020037,6,0.6499888715437057,173,5,COMPLETE
269,0.9835941554143109,0.522278992372408,2024-10-09 08:54:40.747823,2024-10-09 08:54:44.779975,0 days 00:00:04.032152,0.09374966342190862,9,0.6134510579679664,231,5,COMPLETE
270,0.5536568687284529,0.5330318828742647,2024-10-09 08:54:44.780418,2024-10-09 08:54:46.652950,0 days 00:00:01.872532,0.0390255398806888,3,0.9284998596100196,298,5,COMPLETE
271,0.855999636527035,0.5241421423237049,2024-10-09 08:54:46.653382,2024-10-09 08:54:51.017384,0 days 00:00:04.364002,0.0390255398806888,8,0.7909156205464412,290,5,COMPLETE
272,0.8956576404702686,0.5260448494183992,2024-10-09 08:54:51.017839,2024-10-09 08:54:55.618391,0 days 00:00:04.600552,0.038508901715800396,9,0.7247942453412208,258,5,COMPLETE
273,0.9888396939419369,0.5147004339833259,2024-10-09 08:54:55.618854,2024-10-09 08:55:00.688933,0 days 00:00:05.070079,0.08182098781742336,9,0.8064827183758972,298,5,COMPLETE
274,0.759647825383244,0.5339036148877744,2024-10-09 08:55:00.689393,2024-10-09 08:55:03.695551,0 days 00:00:03.006158,0.06134683971630129,6,0.5827011375096942,294,5,COMPLETE
275,0.8656610801298987,0.5332085562650163,2024-10-09 08:55:03.695981,2024-10-09 08:55:06.279409,0 days 00:00:02.583428,0.07016013437020037,8,0.8742144637669689,173,5,COMPLETE
276,0.9475652155480059,0.5214723485298016,2024-10-09 08:55:06.279841,2024-10-09 08:55:13.013536,0 days 00:00:06.733695,0.03288580826960303,10,0.6134510579679664,294,5,COMPLETE
277,0.8212739510309608,0.5222718410980246,2024-10-09 08:55:13.014003,2024-10-09 08:55:16.015135,0 days 00:00:03.001132,0.09374966342190862,6,0.942068615171271,294,5,COMPLETE
278,0.7276536508771361,0.5349843877515473,2024-10-09 08:55:16.015564,2024-10-09 08:55:18.220124,0 days 00:00:02.204560,0.06741433201530245,6,0.5827011375096942,211,5,COMPLETE
279,0.8300491160367889,0.5340124737056566,2024-10-09 08:55:18.220554,2024-10-09 08:55:22.598416,0 days 00:00:04.377862,0.027532638090089996,9,0.9659218809753098,235,5,COMPLETE
280,0.9821702638804936,0.5192327118993704,2024-10-09 08:55:22.598869,2024-10-09 08:55:26.443753,0 days 00:00:03.844884,0.08182098781742336,10,0.5827011375096942,177,5,COMPLETE
281,0.9690994655407921,0.5200963789748401,2024-10-09 08:55:26.444216,2024-10-09 08:55:31.468446,0 days 00:00:05.024230,0.05023408907919576,10,0.5827011375096942,235,5,COMPLETE
282,0.970291488619906,0.524559917196743,2024-10-09 08:55:31.468912,2024-10-09 08:55:35.237711,0 days 00:00:03.768799,0.06741433201530245,10,0.5827011375096942,177,5,COMPLETE
283,0.7099443805285546,0.5406681254271923,2024-10-09 08:55:35.238158,2024-10-09 08:55:38.359597,0 days 00:00:03.121439,0.044258082472027074,6,0.7909156205464412,294,5,COMPLETE
284,0.9511423807494634,0.5224780357315532,2024-10-09 08:55:38.360036,2024-10-09 08:55:44.062287,0 days 00:00:05.702251,0.0390255398806888,10,0.9771103021099896,266,5,COMPLETE
285,0.9497170234293774,0.5187983680220807,2024-10-09 08:55:44.062754,2024-10-09 08:55:49.319975,0 days 00:00:05.257221,0.05029609400012953,9,0.5827011375096942,298,5,COMPLETE
286,0.8150138681696998,0.5342439791723099,2024-10-09 08:55:49.320447,2024-10-09 08:55:52.575133,0 days 00:00:03.254686,0.032290188982463365,9,0.8742144637669689,173,5,COMPLETE
287,0.9717785939382905,0.5206651705632438,2024-10-09 08:55:52.575565,2024-10-09 08:55:56.642305,0 days 00:00:04.066740,0.08182098781742336,9,0.7704500052737466,235,5,COMPLETE
288,0.6064943339511291,0.5343088798370202,2024-10-09 08:55:56.642759,2024-10-09 08:55:59.979161,0 days 00:00:03.336402,0.012111927176506904,6,0.8064827183758972,298,5,COMPLETE
289,0.9792850107635872,0.5122616562445681,2024-10-09 08:55:59.979604,2024-10-09 08:56:04.497976,0 days 00:00:04.518372,0.08253672288606748,9,0.8877208546896888,266,5,COMPLETE
290,0.8505287429580157,0.5353052814527818,2024-10-09 08:56:04.498434,2024-10-09 08:56:06.350320,0 days 00:00:01.851886,0.07145318614018284,9,0.5356071607778772,99,5,COMPLETE
291,0.5474728313456036,0.524232731712528,2024-10-09 08:56:06.350756,2024-10-09 08:56:06.935678,0 days 00:00:00.584922,0.05742866098947423,4,0.8742144637669689,82,5,COMPLETE
292,0.8389038416695114,0.5297298156636167,2024-10-09 08:56:06.936028,2024-10-09 08:56:12.724686,0 days 00:00:05.788658,0.02251102491143277,9,0.8064827183758972,298,5,COMPLETE
293,0.5777861341508448,0.5385657356083499,2024-10-09 08:56:12.725139,2024-10-09 08:56:14.242291,0 days 00:00:01.517152,0.08554743407186201,3,0.6721011505869439,260,5,COMPLETE
294,0.8488673823587862,0.5347593368967793,2024-10-09 08:56:14.242706,2024-10-09 08:56:16.713448,0 days 00:00:02.470742,0.053829228277327605,9,0.8272168629111862,131,5,COMPLETE
295,0.7826686149518669,0.5266961138322351,2024-10-09 08:56:16.713893,2024-10-09 08:56:18.199146,0 days 00:00:01.485253,0.047700442838396875,9,0.5652595504661115,73,5,COMPLETE
296,0.5617386086761054,0.5314415115414736,2024-10-09 08:56:18.199584,2024-10-09 08:56:19.955598,0 days 00:00:01.756014,0.05029609400012953,3,0.7858002942919786,298,5,COMPLETE
297,0.9110883286123476,0.5276828302550941,2024-10-09 08:56:19.956033,2024-10-09 08:56:24.529770,0 days 00:00:04.573737,0.033018984938638314,10,0.945252690082296,211,5,COMPLETE
298,0.8481358565926012,0.5359723828039072,2024-10-09 08:56:24.530232,2024-10-09 08:56:26.376655,0 days 00:00:01.846423,0.07145318614018284,9,0.5394030703625534,99,5,COMPLETE
299,0.9963700024816984,0.5114520894650928,2024-10-09 08:56:26.377089,2024-10-09 08:56:31.753775,0 days 00:00:05.376686,0.08182098781742336,10,0.5585148923981624,266,5,COMPLETE
